time,volume,close,high,low,open
1588057200000,12.7727169883,7705.15,7713.03,7690.6,7713.03
1588060800000,13.60766694,7687.11,7706.23,7681.43,7705.68
1588064400000,45.367249374,7744.35,7744.35,7685.95,7687.11
1588068000000,35.9209882889,7743.71,7750,7718.02,7743.96
1588071600000,18.493365411,7727.92,7747,7726.63,7743.72
1588075200000,43.7148126966,7756.51,7759.39,7713.68,7729.16
1588078800000,28.71164757,7733.04,7760,7728,7753.93
1588082400000,45.5648036102,7686.88,7739.96,7682.69,7728.66
1588086000000,39.3970199136,7718.38,7728.45,7669.3,7685.09
1588089600000,14.3224705214,7727.02,7738.91,7706.89,7716.93
1588093200000,14.1023971639,7726.28,7736.83,7710.08,7726.01
1588096800000,9.2231084929,7733.94,7739.82,7723.15,7728.58
1588100400000,4.3759799982,7713.79,7741,7704.96,7734.39
1588104000000,8.3498197921,7724.39,7736.13,7702.93,7718.12
1588107600000,9.9310330954,7726.9,7728.56,7706.8,7724.39
1588111200000,18.0605208681,7751.42,7755,7719.15,7728.62
1588114800000,38.0232049031,7740.96,7765,7740.89,7750.72
1588118400000,23.1963464068,7730.61,7760.4,7730.61,7738.11
1588122000000,17.7372018394,7760.45,7765.1,7729.59,7731.75
1588125600000,341.6967494442,7786.11,7848.53,7710,7759.99
1588129200000,155.5157535841,7813.98,7830.13,7786.21,7786.21
1588132800000,36.3978020737,7839.45,7842,7807.43,7814.6
1588136400000,109.2320855929,7860,7868.63,7825.56,7839.99
1588140000000,238.5985810632,7940.29,7958,7846.15,7859.99
1588143600000,82.4735726613,7947.37,7964,7916.85,7942.48
1588147200000,43.3428580602,7941.13,7961.6,7930,7944.01
1588150800000,85.0126769888,7980,7988,7938.85,7942.76
1588154400000,429.1568459154,8109.67,8150,7967.56,7980.01
1588158000000,166.5752099118,8127.1,8170,8100.9,8109.29
1588161600000,161.3220604528,8238.35,8250,8123.7,8127.09
1588165200000,426.0351013748,8293.77,8383.16,8241.81,8241.81
1588168800000,115.8680049954,8348.14,8355.99,8260.12,8296.97
1588172400000,78.1609945012,8355.42,8373.15,8284.9,8348.15
1588176000000,1061.9931166121,8578.5,8765.09,8330,8356
1588179600000,972.9233521164,8710.43,8950,8580.6,8580.6
1588183200000,181.3054873874,8619.53,8738.85,8570.1,8708.92
1588186800000,72.5500124046,8718.51,8776.69,8620.59,8620.59
1588190400000,100.5753407633,8915.32,8917.84,8700,8723.19
1588194000000,200.7777949638,8854.5,8928.57,8759.1,8916.92
1588197600000,164.8406309669,8755.23,8856.71,8690,8856.71
1588201200000,89.4561166336,8777.14,8790.3,8711.73,8753.63
1588204800000,79.9504411312,8813.35,8817.59,8709.79,8777.14
1588208400000,89.8835711023,8848,8867.34,8798.54,8813.35
1588212000000,161.5724332808,8948.52,8967.6,8814.28,8848.28
1588215600000,603.4915318744,9293.47,9300,8860,8945.94
1588219200000,348.5328448243,9156.01,9291.69,9055.36,9291.69
1588222800000,225.6641773387,9360.15,9395,9156.01,9156.02
1588226400000,465.321662916,9313.3,9457.45,9255.5,9363.34
1588230000000,340.245241412,9179.84,9330.1,9020.4,9315.38
1588233600000,94.3789708775,9113.23,9219.01,9090.4,9175.51
1588237200000,616.9109149299,8640.5,9114.19,8640.5,9114.19
1588240800000,471.5664095642,8898.25,8905.48,8550,8641.2
1588244400000,154.097771905,8843.4,8952.28,8832.65,8898.43
1588248000000,121.356609684,8761.12,8910,8701,8841.56
1588251600000,132.3633993872,8854.24,8864.26,8715,8762.93
1588255200000,128.789019582,8820.77,8896.42,8787.47,8855.36
1588258800000,110.2002512413,8782.46,8851.38,8728.61,8822.17
1588262400000,113.0568026578,8687.1,8793.29,8633,8781.27
1588266000000,447.748546602,8551.99,8710.66,8400,8692.67
1588269600000,159.7315316096,8661.95,8722.75,8552,8552
1588273200000,42.4234733361,8843.93,8854.48,8665.53,8665.53
1588276800000,67.2120540959,8819.05,8876.23,8676.8,8839.39
1588280400000,29.4564495677,8760.62,8843.73,8738.33,8819.83
1588284000000,86.3325685678,8754.12,8767.62,8630.2,8763.59
1588287600000,86.113243297,8623.7,8770.2,8584.07,8755.56
1588291200000,87.3680949922,8706.94,8740,8614.28,8624.62
1588294800000,43.6061079253,8666.78,8758.3,8664.7,8709.24
1588298400000,64.26395173,8723.76,8730.37,8653.06,8666.8
1588302000000,54.03879552,8676.83,8737.51,8666.7,8725.25
1588305600000,52.8402499652,8791.23,8795.65,8676.83,8676.83
1588309200000,80.8218934141,8816.64,8833.31,8758.3,8792.49
1588312800000,29.052583483,8757,8812.64,8750,8812.64
1588316400000,93.7800219547,8766.71,8779.37,8707,8758.84
1588320000000,21.388441531,8794.36,8799.07,8746.73,8769.34
1588323600000,95.6701936448,8843.44,8854.28,8773.11,8796.66
1588327200000,101.0190334195,8899.18,8900,8818.31,8844.62
1588330800000,267.5823076989,8995.15,9056,8871.78,8900
1588334400000,173.2111664044,8874.91,9020,8820.2,8995.16
1588338000000,135.4138448251,8794,8920.47,8779.19,8880
1588341600000,121.5033670666,8828,8839.71,8719.18,8794.59
1588345200000,68.7460370924,8730,8857.13,8730,8828
1588348800000,115.0129141118,8730.69,8761.25,8661.48,8730.01
1588352400000,42.9219508869,8762.38,8764.4,8691.56,8739.22
1588356000000,18.8137112106,8736.59,8779.22,8725,8765.55
1588359600000,35.5567983736,8729.51,8769.93,8706.03,8736.36
1588363200000,15.7781601783,8732.03,8743.96,8671.72,8729.83
1588366800000,24.688393775,8842.22,8847.8,8732.98,8732.98
1588370400000,16.1771756891,8836.41,8863.1,8805.99,8844.82
1588374000000,62.9757137945,8817.49,8890.28,8800,8838.03
1588377600000,55.3370999063,8830.3,8843.06,8766,8824.98
1588381200000,32.1288264235,8792.61,8831.55,8775.51,8831.54
1588384800000,44.4570878224,8811.8,8836.05,8757.14,8795.23
1588388400000,25.20062346,8837.43,8855.82,8800,8812.96
1588392000000,50.5277611642,8814.18,8853.36,8793.48,8836.65
1588395600000,32.6335336057,8817.78,8828.8,8784.73,8818.68
1588399200000,47.02285389,8817.26,8845.03,8810.05,8819.51
1588402800000,33.676306685,8802.29,8827.21,8782.88,8817.25
1588406400000,54.737525456,8777.16,8818.67,8770.2,8798.64
1588410000000,39.6047100593,8808.7,8822.91,8777.16,8777.17
1588413600000,38.2137059036,8828.84,8843.74,8808.69,8808.7
1588417200000,42.8417168497,8836.73,8888,8830.7,8830.7
1588420800000,76.0538688922,8861.55,8935.61,8836.06,8838.82
1588424400000,58.6766623608,8896.18,8907.52,8852.55,8860.58
1588428000000,45.8783258077,8920.89,8950,8887.99,8899.34
1588431600000,63.6473307205,8935.15,8965.14,8895.12,8917.02
1588435200000,112.8992232544,8977.91,9008.88,8920.1,8935.15
1588438800000,23.2326864915,8972.17,8995.35,8950.21,8982.21
1588442400000,69.5857388169,8864.26,8972.17,8813,8972.17
1588446000000,47.6726059468,8877.65,8882.48,8828.94,8868
1588449600000,11.1604708717,8927.99,8927.99,8862.95,8880.53
1588453200000,9.9636906,8924.03,8936.35,8886.34,8928
1588456800000,13.0329478063,8929.82,8935.43,8900,8925
1588460400000,27.92723485,8974.68,8985,8928.14,8933.75
1588464000000,216.4310876681,9123.78,9144.06,8940.96,8974.98
1588467600000,179.8473245806,9116,9189.06,9064.03,9124.8
1588471200000,58.918052776,9071.7,9142.85,9071.7,9116.41
1588474800000,45.7435360123,9137.06,9158.3,9074.3,9074.3
1588478400000,30.9128310446,9110.78,9146.72,9106.72,9135.07
1588482000000,76.5852263868,9111.87,9123.25,9080,9110.78
